text,label
Гол Роналду принес португальцам победу над сборной России на Кубке конфедераций,4
Черчесов назвал причину поражения от португальцев на Кубке конфедераций,4
Полузащитник сборной России Ерохин прокомментировал поражение от португальцев,4
Акинфеев взял на себя вину за пропущенный от Роналду мяч в матче с португальцами,4
Футболист сборной Чили рассказал о вреде системы видеоповторов,4
Погба пробежал наперегонки по Великой Китайской стене,4
Смолов совершил больше всех удачных обводок в первом туре Кубка конфедераций,4
Ковалев отказался ставить точку в противостоянии с Уордом,4
Самый дешевый билет на бой Мэйуэзера и Макгрегора обойдется в 2 тысячи евро,4
«Реал» оценил Роналду в миллиард евро,4
Емельяненко пригласил Трампа на бой с Митрионом,4
Игрок «Спартака» Промес записал рэп с партнером по сборной Нидерландов,4
Бердыев и Каррера попали в рейтинг 50 лучших тренеров мира,4
Головкин назвал бой Мэйуэзера с Макгрегором цирковым представлением,4
«Спартак» продлил контракт с выбывшим на полгода Зобниным,4
Комментатор увидел в возможном аресте Роналду шанс для сборной России,4
Умер олимпийский чемпион по хоккею Сергей Мыльников,4
Победитель ОИ-2016 Тищенко вышел в четвертьфинал чемпионата Европы по боксу,4
СМИ назвали дату судебных слушаний по делу Роналду,4
Защитник «Реала» Пепе рассказал о благодарности Бышовцу,4
Ковалев извинился за поражение от Уорда,4
Бывший боец UFC умер от полученных в боксерском поединке травм,4
Бразильцы Халк и Оскар подрались в чемпионате Китая,4
Появилось видео последнего боя погибшего бойца UFC,4
Блаттер сравнил информатора WADA Степанову со школьной ябедой,4
Слуцкий выразил надежду на приезд других российских тренеров в Англию,4
Вице-губернатор Петербурга назвал адекватной цену стадиона «Зенит-Арена»,4
Уорд назвал бессмысленным проведение третьего боя с Ковалевым,4
Сборная Германии обыграла Австралию на Кубке конфедераций,4
Соперник Емельяненко Митрион пообещал нокаутировать россиянина,4
Сергей Ковалев проиграл Уорду техническим нокаутом,4
Президент «Реала» отказался удерживать Роналду в клубе против его воли,4
Команда Ковалева опротестует результат боя с Уордом,4
Уорд рассказал о «пограничных ударах по корпусу» в бою с Ковалевым,4
Рефери признал ошибкой остановку боя между Ковалевым и Уордом,4
Ковалев прокомментировал второе подряд поражение от Уорда,4
Мутко предложил «завезти марихуанки» в случае приезда голландцев на ЧМ-2018,4
Бывший футболист сборной Италии Мальдини дебютирует в теннисе в 49 лет,4
Мутко раскритиковал Газзаева за ответ Путину во время прямой линии,4
Появилось видео из раздевалки Ковалева после поражения от Уорда,4
Судья отменил гол Португалии на Кубке конфедераций после просмотра видеоповтора,4
Португалия упустила победу над Мексикой в Кубке конфедераций,4
В Парке Горького открылась выставка спортивной фотографии,4
Промоутер Ковалева рассказала о дальнейшей карьере боксера,4
Ломаченко прокомментировал победу Уорда над Ковалевым,4
Роналду отказался от обязательной пресс-конференции после матча с Мексикой,4
Президентом ФК «Ростов» назначен Арташес Арутюнянц,4
«Зенит» начал переговоры о трансфере с нападающим «Барселоны»,4
Прокуратура Швейцарии сообщила о расследовании 25 дел о коррупции в ФИФА,4
Болельщики сборной Новой Зеландии разгромили россиян в товарищеском матче,4
В Казани опровергли заполнение стадиона на матчи Кубка конфедераций бюджетниками,4
Главе ВОБ Шпрыгину аннулировали паспорт болельщика,4
Глушаков стал автором первого гола на Кубке конфедераций,4
Дебютный гол Кубка конфедераций переквалифицировали в автогол,4
Сборная России обыграла Новую Зеландию в стартовом матче Кубка конфедераций,4
Черчесов прокомментировал победу над новозеландцами на Кубке конфедераций,4
Мутко оправдал сломанный лифт и протекающую крышу стадиона «Санкт-Петербург»,4
Аргентинский футболист пяткой перебросил вратаря в матче Открытого кубка США,4
Умерла пострадавшая в давке во время финала Лиги чемпионов,4
Ковалев досрочно покинул пресс-конференцию перед боем с Уордом,4
Мэр Нэшвилла надела свитер с фамилией Малкина из-за проигранного пари,4
По ТВ покажут фильм о матче «Зенита» в Северном Ледовитом океане,4
СМИ сообщили о желании Роналду покинуть «Реал»,4
Сказавший Let me speak from my heart Мутко зазубрил самоучитель от Путина,4
Футбольного тренера уволили за победу его команды со счетом 25:0,4
Мутко анонсировал товарищеский матч сборной России с Бразилией,4
Защитник сборной Украины поехал отдыхать в Крым,4
Мутко заговорил по-испански,4
Букмекеры оценили шансы сборной России выиграть Кубок конфедераций,4
Таксист взял с чилийского журналиста 50 тысяч рублей за поездку из Домодедово,4
Полиция задержала взявшего с чилийца 50 тысяч рублей таксиста,4
Тульский «Арсенал» предложил Роналду чай и пряники за переход,4
Возвращавший мяч сопернику по правилу фэйр-плэй игрок забил с центра поля,4
Появился гид по произношению фамилий российских футболистов на английском языке,4
Мэйуэзер официально объявил о бое с Макгрегором,4
Названа весовая категория боя Мэйуэзер — Макгрегор,4
Букмекеры оценили шансы Макгрегора нокаутировать Мэйуэзера,4
Рябинский назвал первый бой Ковалева и Уорда самым мерзким за всю историю,4
Кот Ахилл сделает предсказание на матч Россия — Новая Зеландия,4
Российский боец ММА попал в реанимацию в день боя,4
Путин нашел позитивные тенденции в развитии российского футбола,4
Врачи рассказали о состоянии попавшего в реанимацию перед поединком бойца ММА,4
Названо имя первого ассистента Слуцкого в «Халл Сити»,4
Боец Харитонов нокаутировал соперника на 35-й секунде поединка,4
Сталлоне назвал Макгрегора настоящим Рокки,4
Чемпиона мира по боксу арестовали за марихуану,4
Манчини рассказал о задачах в «Зените»,4
Роналду отверг обвинения в уклонении от уплаты налогов,4
Аналитики назвали фаворита Кубка конфедераций,4
Боксер Ковалев опроверг слухи о получении американского гражданства,4
На строящемся к ЧМ-2018 стадионе в Волгограде произошел пожар,4
Фьюри захотел провести бой с Поветкиным,4
Российского боксера не пустили на чемпионат Европы в Харьков,4
В Федерации бокса России отреагировали на отказ пускать на Украину Кушиташвили,4
Хавбек «Манчестер Юнайтед» отдохнул в Армении с бывшей женой Смолова,4
Зрители снова попытались сорвать чемпионат России по вольной борьбе в Назрани,4
Юрист Роналду прокомментировал судебный иск к футболисту,4
Глава Ингушетии анонсировал строительство самого крупного стадиона в республике,4
«Зенит» объявил о первом новичке при Манчини,4
Слуцкий обратился к болельщикам «Халл Сити» на английском,4
СМИ сообщили о желании «МЮ» потратить 200 миллионов евро на возвращение Роналду,4
Промоутеры Мэйуэзера арендовали арену в Лас-Вегасе,4
Полузащитник «Спартака» Зобнин перенес операцию и пропустит полгода,4
Футболист сборной России пропустил тренировку из-за экзамена,4
УЕФА учредил новые награды для футболистов,4
Бразильцы забили Австралии самый быстрый гол в своей истории,4
СМИ сообщили о намерении Слуцкого приобрести футболиста «Челси»,4
В отношении Роналду завели дело по обвинению в неуплате налогов,4
Первый канал назвал комментаторов на Кубок конфедераций по футболу,4
Организаторы Кубка конфедераций оправдались за непроданные 30 процентов билетов,4
«Зенит» опубликовал видео приезда Манчини в Санкт-Петербург,4
Джошуа назвал приоритетного соперника для следующего боя,4
Бывший боксер анонсировал получение Ковалевым гражданства США,4
Игрок сборной Италии забил ударом с лета в дальний угол ворот,4
«Питтсбург Пингвинс» стал пятикратным обладателем Кубка Стэнли,4
Малкин первым из россиян сумел дважды стать лучшим бомбардиром плей-офф НХЛ,4
Малкину разбили нос во время празднования победы в Кубке Стэнли,4
WADA начало расследование в отношении Роберто Карлоса,4
Американский боксер оказался в коме после поражения нокаутом,4
Зрители устроили массовую драку на чемпионате России по вольной борьбе в Назрани,4
Мамиашвили пригрозил перенести ЧР по вольной борьбе на Северный полюс,4
Назван самый дорогой футболист мира,4
Гол нападающего «Ростова» позволил сборной Ирана выйти на ЧМ в России,4
Мальчик выбежал на поле во время матча и обнял Роналду,4
Нокаутировавшего соперника исподтишка кикбоксера избили болельщики,4
СМИ сообщили о рождении у Роналду двойни от суррогатной матери,4
Немецкий телеканал ARD обвинил Роберто Карлоса в употреблении допинга,4
Вратарь «Халла» понадеялся на приход в клуб российских игроков вслед за Слуцким,4
Футболист сборной Дании назвал отморозками казахстанских игроков,4
Слуцкий сравнил свои доходы в «Халл Сити» и ЦСКА,4
Ковалев нецензурно пригрозил Уорду,4
Мутко рассказал о будущем Черчесова в качестве тренера сборной России,4
Дети из Рязани и Истры победили на футбольном Кубке континентов,4
Швед забил победный мяч в ворота французов с центра поля на 93-й минуте,4
Назван новый клуб Фабио Капелло,4
Промоутер Джошуа анонсировал проведение реванша с Кличко в Нигерии,4
На этапе хоккейного Евротура выступит сборная Канады,4
Рябинский рассказал о «чистоте» Поветкина,4
Гинер предсказал охоту «Барселоны» и «Реала» за Слуцким,4
«Яндекс» назвал самый популярный футбольный клуб России,4
Неймар поразил ворота ударом через Голливудский бульвар,4
Гол Малкина помог «Питтсбург Пингвинс» выйти вперед в финале Кубка Стэнли,4
В Саудовской Аравии извинились за отказ футболистов почтить память жертв теракта,4
Китайский клуб предложил Роналду контракт с зарплатой 120 миллионов евро в год,4
«Рубин» объявил о назначении Бердыева на пост главного тренера,4
Контракт с московским «Араратом» подписал еще один бывший игрок сборной России,4
Футболисты сборной России выйдут на матч с Чили в футболках в поддержку Зобнина,4
Слуцкий назначен главным тренером английского «Халл Сити»,4
Вратарю вживили в лицо титановые пластины после столкновения с соперником,4
Бывший тренер «Зенита» возглавил «Интер»,4
В «Халл Сити» объяснили назначение Слуцкого главным тренером,4
Сборная России по футболу сыграла вничью с командой Чили,4
«Манчестер Юнайтед» расстался с Ибрагимовичем,4
Капитан «Терека» порадовался переименованию клуба в «Ахмат»,4
Уехавший в Англию тренер Слуцкий рассказал о любви к России,4
Пять болельщиков «Нэшвилла» выпили 115 бутылок пива в день финала Кубка Стэнли,4
Болгарский футболист попил пива во время матча и забил на последней минуте,4
Месси продлит контракт с «Барселоной»,4
Нападающий «Челси» Коста покинет клуб из-за плохих отношений с тренером,4
Российский хоккеист назвал Олимпиаду посредственным турниром,4
Месси похвалил Роналду,4
Овечкин и Малкин оказались вне списка кандидатов в сборную на олимпийский сезон,4
Собянин объявил о завершении реконструкции «Лужников»,4
ЦСКА продлил контракты с проведшими в клубе 44 года на троих футболистами,4
«Рубин» расторг контракт с испанским тренером,4
Саудовские футболисты отказались почтить память жертв теракта в Лондоне,4
Роналду попал в состав сборной Португалии на Кубок конфедераций-2017,4
Месси купил отель за 30 миллионов евро,4
Претендент на чемпионский пояс по версии WBO арестован за связи с русской мафией,4
В РФПЛ решили провести матч между ЦСКА и «Спартаком» в декабре,4
МЮ откажется продлевать контракт с выбывшим на 9 месяцев Ибрагимовичем,4
Мутко оценил тренерские качества Черчесова,4
Сборная Украины по футболу проиграла Мальте,4
Каррера прокомментировал травму Зобнина,4
Безоружный английский фанат дал отпор трем вооруженным ножами террористам,4
Президент «Терека» опубликовал эмблему нового ФК «Ахмат»,4
Двум английским фанатам пожизненно запретили посещать матчи за нацистские жесты,4
Кадыров призвал «Терек» играть в сто раз лучше после переименования в «Ахмат»,4
Футболисты сборной Англии готовились к игре против Шотландии в лагере морпехов,4
СМИ сообщили о готовности четырех клубов заплатить 180 миллионов евро за Роналду,4
Иностранная букмекерская компания впервые станет доступна россиянам,4
«Шальке» наказал Коноплянку за критику тренера и решил продать его,4
Порносайт стал спонсором футбольной команды,4
Игрок сборной России отказался считать успехом выход в финал Кубка конфедераций,4
Головкин рассказал о планах после боя с Альваресом,4
Букмекерская компания bwin начнет работать в России с сентября,4
Футболистки сборной России записали видеообращение к травмированному Зобнину,4
Черчесов определился с составом на Кубок конфедераций-2017,4
Кадыров объяснил переименование «Терека» в «Ахмат»,4
Журналист рассказал о геях в хоккее,4
Зобнин рассказал о планах по восстановлению после тяжелой травмы,4
Мутко прокомментировал травму Зобнина,4
«Нэшвилл» сравнял счет в финальной серии Кубка Стэнли с «Питтсбургом»,4
В Германии назвали недопустимым проведение ЧМ в поддерживающей терроризм стране,4
Бывший боец UFC получил пожизненный срок за похищение и избиение подруги,4
Сборная России лишилась еще одного футболиста перед Кубком конфедераций,4
Форвард сборной Венгрии сравнил защитника ЦСКА Васина с медведем,4
Лондонский «Арсенал» объявил о покупке футболиста с помощью акронима,4
«Спартак» объявил о продлении контракта с Каррерой,4
Совет «Терека» утвердил переименование клуба в «Ахмат»,4
Названы сроки восстановления травмированного футболиста сборной России Зобнина,4
Полузащитник «Барселоны» подрался с журналистом в самолете,4
Футбольную команду сняли с турнира за похожую на мальчика девочку в составе,4
Балотелли продолжит карьеру в дортмундской «Боруссии»,4
«Зенит» выразил заинтересованность в возвращении Халка,4
«Ювентус» впервые в истории заработал более 100 миллионов евро в Лиге чемпионов,4
Вызвавшие давку в Турине подростки признали неуместной свою шутку о теракте,4
Капитан «Зенита» Данни объявил об уходе из клуба,4
«Спартаку» предложили купить Балотелли,4
Капитан сборной Бельгии Азар сломал ногу на тренировке,4
Иранский форвард «Ростова» забил мяч боковыми ножницами в игре с Черногорией,4
Аленичев нашел работу в ФНЛ,4
СМИ назвали новый клуб Леонида Слуцкого,4
Глава оргкомитета оценил готовность России к Кубку конфедераций,4
Бывший футболист «Ньюкасла» умер в 30 лет,4
Слуцкий назвал себя новым футбольным проектом Абрамовича,4
Сборная России по футболу разгромила Венгрию,4
Роналду забил 600-й мяч в карьере в финале Лиги чемпионов,4
Буффон рассказал о шоке из-за поражения в финале Лиги чемпионов,4
Около 600 фанатов «Ювентуса» пострадали в давке в Турине,4
Американец Холлоуэй нокаутировал бразильца Альдо в титульном бою UFC,4
СМИ сообщили о тысяче пострадавших в давке фанатов «Ювентуса»,4
Малкин замахнулся клюшкой на болельщика,4
Бывший нападающий ЦСКА Вагнер Лав стал лучшим бомбардиром чемпионата Турции,4
Президент «Реала» предложил Зидану тренировать команду до конца жизни,4
Число пострадавших в давке фанатов «Ювентуса» превысило 1500,4
Украинский футболист «Шальке» Коноплянка назвал трусом главного тренера команды,4
Роналду восхитился самим собой в мультфильме о финале Лиги чемпионов,4
Защитник сборной России нашел способ противостоять Роналду,4
Полузащитник «Ростова» Нобоа перешел в «Зенит»,4
Зидан рассказал о желании Роналду постоянно побеждать,4
Футболист Широков назвал условие возобновления карьеры,4
Букмекеры оценили шансы финалистов Лиги чемпионов,4
Президент «Зенита» объявил о планах выиграть Лигу чемпионов,4
Боксер Уорд пообещал надеть на Ковалева намордник,4
«Ростов» пригрозил санкциями болельщикам-нытикам,4
Мутко приехал на тренировку сборной России на велосипеде,4
Президент «Ювентуса» пообещал игрокам по Ferrari в случае победы в финале ЛЧ,4
«Реал» выиграл Лигу чемпионов,4
В московском ФК «Динамо» назвали дату открытия нового стадиона,4
Шлеменко за 25 секунд нокаутировал в реванше американца Хэлси,4
Роналду в два раза превзошел состав «Ювентуса» по числу подписчиков в соцсетях,4
Футболист забил мяч прямым ударом с углового в игре Кубка Бразилии,4
Шлеменко раскрыл секрет победы нокаутом над американцем Хэлси,4
В офисе московского хоккейного клуба «Динамо» прошел обыск,4
Умер засчитавший гол рукой Марадоны на ЧМ-1986 судья,4
Зидан перед финалом ЛЧ покажет футболистам «Реала» фильм «300 спартанцев»,4
Российские телеканалы покажут матчи Кубка конфедераций-2017 и ЧМ-2018,4
В принадлежащем вратарю «Зенита» здании обнаружили подпольное казино,4
Российский боец MMA Шаматава оценил шансы на победу над бразильцем Сантосом,4
Дзюба пропустит Кубок конфедераций,4
Бывший тренер «Зенита» обвинил Манчини в желании заработать,4
Месси решил открыть посвященный самому себе парк в Китае,4
Ковальчук отказался от переезда в НХЛ,4
Манчини захотел купить в «Зенит» нападающего за 100 миллионов евро,4
Бразильский вратарь пропустил с центра поля и уехал на такси в перерыве,4
Молодежная сборная России по футболу забила семь мячей в ворота белорусов,4
Сербский футболист изобразил нечеловеческие страдания после подката соперника,4
Гарет Бэйл стал новой «жертвой» создателя безобразного бюста Роналду,4
Малкин подрался с чернокожим соперником в финале Кубка Стэнли,4
Назван размер премиальных игрокам «Ювентуса» за победу в ЛЧ,4
Сборная России снова обновила личный антирекорд в рейтинге ФИФА,4
Московский «Арарат» предложил Бэйлу присоединиться к Павлюченко,4
Соперник российского бойца Шлеменко набрал 9 килограммов за 6 часов,4
Бердыев покинул «Ростов»,4
СМИ сообщили о намерении «Зенита» построить в Санкт-Петербурге еще один стадион,4
Манчини возглавил «Зенит»,4
В Бразилии пропали останки Гарринчи,4
Игрок сборной России объяснил сборы в Австрии бегством от «искусов цивилизации»,4
Мутко прокомментировал назначение Манчини главным тренером «Зенита»,4
Бывший форвард «Спартака» Веллитон рассказал о расизме в России,4
Луческу потребовал от «Зенита» два миллиона евро,4
Мэр Казани ушел в отставку с поста президента «Рубина»,4
Заработавший за карьеру 15 миллионов долларов хоккеист объявил себя банкротом,4
Тренер «Урала» объяснил уход Павлюченко в «Арарат» усталостью от нагрузок,4
Назван самый дорогой футбольный клуб Европы,4
Тренер «Спартака» оценил перспективы клуба на исключение из КХЛ,4
«Арсенал» продлил контракт с Венгером на два года,4
В «Рубине» назвали имя нового президента,4
Аршавин поразил дальнюю девятку ворот «Астаны»,4
Лучший бомбардир Евро-2016 согласовал контракт с «Манчестер Юнайтед»,4
Болельщики сорвали матч чемпионата Украины «Днепр» — «Волынь»,4
Дзюба прокомментировал шутку Дмитрия Медведева о роботах в сборной России,4
Избившие вице-президента Союза ММА России бойцы пожизненно дисквалифицированы,4
Гол Малкина помог «Питтсбургу» выиграть первый матч финала Кубка Стэнли,4
Украинский боксер Усик назвал соотечественников терпилами,4
Руководитель НХЛ заявил об окончательном отказе лиги отправлять игроков на ОИ,4
«Панатинаикос» лишили очков за попавшую в тренера ПАОК банку пива,4
Касильяс сравнил вручение «Золотого мяча» Яшину с высадкой людей на Луну,4
Тотти решил продолжить карьеру футболиста,4
Павлюченко перешел в московский «Арарат»,4
Промоутер Чудинова анонсировал реванш с Гроувзом,4
Журналисты назвали самого популярного спортсмена мира,4
Генеральный менеджер «Вашингтона» оценил возможность расставания с Овечкиным,4
Боец UFC сделал девушке предложение на ринге после победы нокаутом,4
Месси сравнялся с Роналду по количеству завоеванных «Золотых бутс»,4
Мужчина на дроне доставил мяч для финала Кубка Португалии по футболу,4
СМИ назвали зарплату Манчини в «Зените»,4
«Барселона» объявила о подписании контракта с новым главным тренером,4
Карпин предложил футболистам играть в лаптях в случае отказа от легионеров,4
Лондонский «Арсенал» поздравил Аршавина с 36-летием,4
«Барселона» стала обладателем Кубка Испании,4
Федор Чудинов проиграл британцу Джорджу Гроувзу техническим нокаутом,4
Футболист «Рубина» открыто выступил против главного тренера,4
«СКА-Хабаровск» вышел в российскую футбольную премьер-лигу,4
Тренер сборной России по хоккею объяснил поражение от канадцев на ЧМ,4
«Зенит» отправил в отставку главного тренера,4
Боярский прокомментировал увольнение Луческу из «Зенита»,4
Тренер «Зенита» обвинил Мутко и судей в помощи «Спартаку»,4
Вице-губернатор Санкт-Петербурга отказался считать «Крестовский» дорогим,4
Роналду заплатил шесть миллионов евро за отказ от возбуждения уголовного дела,4
Начался перенос нового травяного покрытия на стадион «Санкт-Петербург»,4
Российского владельца английского «Борнмута» заподозрили в незаконных ставках,4
Кержаков объяснил победу «Спартака» в чемпионате России,4
Семак предпочел «Уфу» «Зениту»,4
«Арсенал» выиграл Кубок Англии,4
Врач сборной рассказал о «чистоте» российских футболистов,4
Хоккеист сборной России Антипин продолжит карьеру в НХЛ,4
Клуб Малкина вышел в финал Кубка Стэнли,4
СМИ сообщили о покупке российскими телеканалами прав на трансляцию матчей ЧМ,4
Дочь Трампа приняла бывшего футболиста «Лацио» за святого,4
Непобежденный россиянин подписал контракт с UFC,4
Черчесов отказался от подаренного австрийцами бочонка шнапса,4
Роналду отказался от поездки в Лондон из-за боязни теракта,4
«Зенит» назначил Фурсенко гендиректором вместо Митрофанова,4
СМИ назвали основного кандидата на пост тренера «Зенита»,4
В чемпионате Украины по хоккею осталось два клуба,4
Бывший футболист «Тоттенхэма» захотел стать порнозвездой,4
Защитник «Спартака» отправился в Италию пешком,4
Футболиста выдворили из команды за воспалившееся тату,4
МВД России разрешило продажу пива в пластиковой таре на Кубке конфедераций,4
Грабители отобрали у футболиста чемодан с золотыми слитками,4
СМИ сообщили об угрозе тюремного срока для Криштиану Роналду,4
Названа стоимость работ по замене газона на «Крестовском»,4
Бразилец Зе Роберто стал самым возрастным автором гола в Кубке Либертадорес,4
К стадиону «Крестовский» приплыла мина времен Великой Отечественной,4
РФС отчитался об отсутствии случаев проявления расизма в сезоне-2016/17,4
Роналду получил шанс сыграть против сборной России на Кубке конфедераций,4
Главу белгородской федерации кикбоксинга оштрафовали за дебош в пабе,4
«Енисей» обыграл «Арсенал» в первом переходном матче за место в РФПЛ,4
СМИ оценили новый газон на стадионе «Санкт-Петербург» в 21 миллион рублей,4
СМИ анонсировали возвращение Бердыева в «Рубин»,4
В Испании начали производить гробы с логотипами «Реала» и «Барселоны»,4
Моуринью рассказал о намерении тренировать еще 15 лет,4
Промес зачитал рэп о «Спартаке» и станцевал,4
Малкин упрочил лидерство в бомбардирской гонке Кубка Стэнли,4
Бойцы одновременно отправили друг друга в нокдаун на турнире по тайскому боксу,4
Мутко отреагировал на желание Путина убрать легионеров из российского футбола,4
У хоккейного ЦСКА появился главный тренер,4
Верховный суд Испании подтвердил приговор Месси к 21 месяцу тюрьмы,4
«Челси» отменил чемпионский парад из-за теракта в Манчестере,4
Новокузнецкий «Металлург» исключен из состава КХЛ,4
Катарские шейхи потратили полмиллиарда рублей на билеты матчей ЧМ-2018 в России,4
На «Крестовском» срезали газон,4
Следующим соперником Поветкина станет украинец Руденко,4
Глушаков потроллил «Зенит» на фоне срезанного газона «Крестовского»,4
«Манчестер Юнайтед» выиграл Лигу Европы,4
Вылетевший из АПЛ «Сандерленд» заработал 128 миллионов долларов за сезон,4
Погребняк сыграл полицейского в клипе своей жены,4
«Нэшвилл Предаторс» впервые вышел в финал Кубка Стэнли,4
Американский боксер Бриггс попался на допинге,4
Тренер «Уфы» Семак пройдет стажировку в «Манчестер Сити»,4
Футбольный ЦСКА покинул трехкратный чемпион России,4
Дзюба рассказал о расположении судей к «Спартаку»,4
Хоккейный тренер Канарейкин назвал причины поражения России от Канады на ЧМ,4
Капитан «Спартака» Глушаков назвал Урганта «топовым чудаком»,4
Россиянин Наместников оценил возможность участия в ОИ в обход запрета НХЛ,4
Путин согласился с предложением убрать иностранцев из российского футбола,4
Тренера «Спартака» забыли пригласить на вручение присужденной ему премии,4
Павлюченко подтвердил намерение покинуть «Урал»,4
Карпин связал чемпионство «Спартака» со слабостью соперников,4
Швеция лишила Канаду титула действующего чемпиона мира по хоккею,4
В ФХР рассказали о будущем Знарка в сборной России,4
На венесуэльского боксера после боя напал родственник его соперника,4
Два россиянина вошли в символическую сборную ЧМ по хоккею,4
Футболисты «Реала» облили Зидана шампанским во время пресс-конференции,4
Футболист «Барселоны» заработал пенальти благодаря актерскому мастерству,4
Лига чемпионов впервые за 20 лет пройдет без лондонского «Арсенала»,4
Из-за поломки ворот на поле тульского «Арсенала» вылилось шесть тонн тосола,4
Дзагоев исключен из состава сборной России на Кубок конфедераций,4
Малкин подсказал путь к победе над Канадой,4
